318,GLUCOTROL,62,60,"fda, rxnorm",61.0
5885,NORSOL,62,25,swissmedic,43.5
2652,LOPROX,62,44,"rxnorm, fda",53.0
2985,PROVENTIL,62,60,"rxnorm, fda",61.0
1746,CORTIC,62,50,rxnorm,56.0
1826,IMOTIL,62,50,rxnorm,56.0
2682,TOPROL,62,25,rxnorm,43.5
1747,CORTICOOL,62,67,rxnorm,64.5
4815,PHLORETIN,62,67,rxnorm,64.5
4066,TORMENTIL,62,60,rxnorm,61.0
5104,LOTILANER,62,67,rxnorm,64.5
1749,CORTILONE,62,67,rxnorm,64.5
2719,LARGACTIL,62,80,rxnorm,71.0
2050,FLOROPRYL,62,60,"rxnorm, fda",61.0
2249,NORZOL,62,25,rxnorm,43.5
3545,CLOFOCTOL,62,60,rxnorm,61.0
4164,CLOVE OIL,62,29,rxnorm,45.5
3797,LEMON OIL,62,29,rxnorm,45.5
1496,ALORAL,62,75,rxnorm,68.5
2734,SLOPROLOL,62,60,rxnorm,61.0
1665,CHLORACOL,62,67,rxnorm,64.5
1227,LANORINAL,62,67,fda,64.5
958,CHLOROMYCETIN,60,55,"fda, rxnorm",57.5
3230,CHLOROZOTOCIN,60,55,rxnorm,57.5
4068,SAFFLOWER OIL,60,44,"rxnorm, fda",52.0
4864,CHLOROBUTANOL,60,73,rxnorm,66.5
4285,SUNFLOWER OIL,60,40,rxnorm,50.0
3418,LORNOXICAM,59,36,rxnorm,47.5
3768,ORANGE OIL,59,25,rxnorm,42.0
2151,DECORTISYL,59,60,rxnorm,59.5
3208,ALMOND OIL,59,44,rxnorm,51.5
3403,BROTIZOLAM,59,60,rxnorm,59.5
474,LISINOPRIL,59,60,"fda, rxnorm",59.5
4518,SALMON OIL,59,25,rxnorm,42.0
2528,LOCABIOTAL,59,67,rxnorm,63.0
4949,CHLOROTHEN,59,67,rxnorm,63.0
3303,LORATADINE,59,67,"rxnorm, fda",63.0
3416,CHLOROXINE,59,40,"rxnorm, fda",49.5
3547,CORTIVAZOL,59,60,rxnorm,59.5
4999,BORAGE OIL,59,29,rxnorm,44.0
212,ALDORIL 25,59,67,fda,63.0
4334,CASTOR OIL,59,25,rxnorm,42.0
1679,CHLOROSTAT,59,60,rxnorm,59.5
342,PROTIRELIN,59,60,fda,59.5
750,COR-OTICIN,59,33,fda,46.0
3546,CLOPREDNOL,59,73,rxnorm,66.0
1010,KOROSTATIN,59,40,fda,49.5
4163,OCTREOTIDE,59,40,rxnorm,49.5
211,ALDORIL 15,59,67,fda,63.0
1856,FLUORO/GLY,59,67,rxnorm,63.0
1200,LORLATINIB,59,60,"fda, rxnorm",59.5
4997,LANREOTIDE,59,67,rxnorm,63.0
203,FLUOROPLEX,59,55,"fda, rxnorm",57.0
5177,NEDOCROMIL,59,20,rxnorm,39.5
1459,ALCORTIN A,59,60,rxnorm,59.5
2687,LEVOTHROID,59,67,rxnorm,63.0
4274,GLYCOFUROL,59,60,rxnorm,59.5
2429,NOROCILLIN,59,22,rxnorm,40.5
3542,CLOBUTINOL,59,60,rxnorm,59.5
2430,NOROMECTIN,59,40,rxnorm,49.5
796,CHLOROFAIR,59,44,fda,51.5
5884,FORTEVITAL,59,60,swissmedic,59.5
1879,HEMORRODIL,59,67,rxnorm,63.0
5306,OLODATEROL,59,60,rxnorm,59.5
4114,CROTON OIL,59,50,rxnorm,54.5
4350,LANOSTEROL,59,60,rxnorm,59.5
3784,LOVAGE OIL,59,29,rxnorm,44.0
237,HALOPROGIN,59,40,"fda, rxnorm",49.5
3169,FORMOTEROL,59,20,rxnorm,39.5
5769,LIPOCREMOL,59,60,swissmedic,59.5
2634,LIDOPRO,57,50,rxnorm,53.5
216,NORINYL,57,25,fda,41.0
533,ORNIDYL,57,67,fda,62.0
1240,GLYCORT,57,67,fda,62.0
222,VONTROL,57,22,"fda, rxnorm",39.5
2049,FLORONE,57,50,"rxnorm, fda",53.5
2657,LORELCO,57,75,"rxnorm, fda",66.0
2654,LORABID,57,75,"rxnorm, fda",66.0
1493,ALOPRIM,57,44,"rxnorm, fda",50.5
2653,LOPURIN,57,50,"rxnorm, fda",53.5
4983,BORNEOL,57,25,rxnorm,41.0
2066,DOLOTIC,57,50,rxnorm,53.5
2443,TORISEL,57,25,"rxnorm, fda, swissmedic",41.0
2082,OPTICYL,57,22,rxnorm,39.5
4699,PHLOROGLUCINOL,57,50,rxnorm,53.5
5571,ANCOTIL,57,44,swissmedic,50.5
2389,KLOTRIX,57,40,"rxnorm, fda",48.5
5851,LOPISOL,57,50,swissmedic,53.5
5561,VALORON,57,50,swissmedic,53.5
2252,OROSTAT,57,44,rxnorm,50.5
783,MOZOBIL,57,25,"fda, rxnorm",41.0
2365,OSTILOX,57,40,rxnorm,48.5
2274,ORTIKOS,57,44,"rxnorm, fda",50.5
516,ORUVAIL,57,25,"fda, rxnorm",41.0
5529,GLUTRIL,57,67,swissmedic,62.0
778,MONUROL,57,25,"fda, rxnorm",41.0
411,NOROXIN,57,22,"fda, rxnorm",39.5
4894,CHLOROTHIAZIDE,57,60,"rxnorm, fda",58.5
2299,MALOTIC,57,50,rxnorm,53.5
1547,BONTRIL,57,22,"rxnorm, fda",39.5
343,HYLOREL,57,75,"fda, rxnorm",66.0
2208,ORGAFOL,57,22,rxnorm,39.5
2574,LOMOCOT,57,50,rxnorm,53.5
2561,LOCERYL,57,75,"rxnorm, swissmedic",66.0
5600,ORFIRIL,57,22,swissmedic,39.5
2529,MICOTIL,57,50,rxnorm,53.5
1597,BRONDIL,57,67,rxnorm,62.0
5902,NOCUTIL,57,50,swissmedic,53.5
461,TORADOL,57,75,"fda, rxnorm",66.0
5876,LIBEROL,57,75,swissmedic,66.0
1568,CALCORT,57,67,rxnorm,62.0
2199,DRONTAL,57,67,rxnorm,62.0
5737,LOXAZOL,57,44,swissmedic,50.5
5492,SOUFROL,57,25,swissmedic,41.0
2291,OXYTROL,57,20,"rxnorm, fda",38.5
1906,DOVARIL,57,25,rxnorm,41.0
2939,ROTARIX,57,44,rxnorm,50.5
2936,ROSANIL,57,25,rxnorm,41.0
156,ISORDIL,57,67,"fda, rxnorm",62.0
912,ALCOHOL,57,50,fda,53.5
5694,CORISOL,57,25,swissmedic,41.0
3847,ZOLETIL,57,75,rxnorm,66.0
1981,FORTRAL,57,67,rxnorm,62.0
96,LYNORAL,57,75,fda,66.0
4219,TOTAROL,57,25,rxnorm,41.0
1068,XALKORI,57,44,"fda, rxnorm",50.5
2864,ROBINUL,57,25,"rxnorm, fda",41.0
2972,SORILUX,57,22,"rxnorm, fda",39.5
4512,FLUOROSILICATE,57,55,rxnorm,56.0
1147,LOGILIA,57,57,fda,57.0
2851,UROTOIN,57,50,rxnorm,53.5
1919,FIORTAL,57,75,rxnorm,66.0
2841,RX-OTIC,57,29,rxnorm,43.0
1937,DRITAIL,57,75,rxnorm,66.0
2818,PYLORID,57,75,rxnorm,66.0
1944,FORADIL,57,75,"rxnorm, fda",66.0
1987,FOSTRIL,57,22,rxnorm,39.5
5730,OTIDOLO,57,50,swissmedic,53.5
13,MODERIL,57,25,fda,41.0
1740,CORTAID,57,50,rxnorm,53.5
2733,SLOPRIN,57,44,rxnorm,50.5
6946,ORNIBEL,57,22,swissmedic,39.5
2703,LORZONE,57,50,rxnorm,53.5
5551,LEXOTANIL 1,56,60,swissmedic,58.0
4105,TIOCLOMAROL,56,60,rxnorm,58.0
5553,LEXOTANIL 3,56,60,swissmedic,58.0
4784,LEVORPHANOL,56,60,rxnorm,58.0
3103,ALLOPURINOL,56,60,"rxnorm, fda",58.0
2307,MYELOBROMOL,56,60,rxnorm,58.0
1778,CORT-BIOTIC,56,57,rxnorm,56.5
5552,LEXOTANIL 6,56,60,swissmedic,58.0
3770,COCONUT OIL,56,25,rxnorm,40.5
2688,LEVOTHYROID,56,67,rxnorm,61.5
4167,OROTIC ACID,56,50,rxnorm,53.0
981,CHLOROMYXIN,56,36,fda,46.0
4144,FLURO-ETHYL,56,57,rxnorm,56.5
4460,TULOBUTEROL,56,40,rxnorm,48.0
3795,LANOLIN OIL,56,50,rxnorm,53.0
4866,CHLOROPHYLL,56,67,rxnorm,61.5
4867,CHLOROQUINE,56,44,rxnorm,50.0
457,MISOPROSTOL,56,55,"fda, rxnorm",55.5
1807,CYCLOMYDRIL,56,55,"rxnorm, fda",55.5
5189,OREGANO OIL,56,25,rxnorm,40.5
667,FLOXIN OTIC,56,22,fda,39.0
4880,COLFOSCERIL,56,60,rxnorm,58.0
3164,FLORFENICOL,56,55,rxnorm,55.5
4324,FLORBETAPIR,56,55,rxnorm,55.5
3163,FLOPROPIONE,56,40,rxnorm,48.0
4298,LATANOPROST,56,55,"rxnorm, fda",55.5
5461,ELTROXIN-LF,56,36,swissmedic,46.0
160,ORETICYL 25,56,67,fda,61.5
213,ALDORIL D30,56,67,fda,61.5
214,ALDORIL D50,56,67,fda,61.5
4064,LOTEPREDNOL,56,73,rxnorm,64.5
4224,HALOPERIDOL,56,80,"rxnorm, fda",68.0
162,ORETICYL 50,56,67,fda,61.5
3244,ZEDOARY OIL,56,29,rxnorm,42.5
5002,LENOGRASTIM,56,55,rxnorm,55.5
2628,LOPRANOL LA,56,67,rxnorm,61.5
4851,MAPROTILINE,56,60,rxnorm,58.0
572,SEROSTIM LQ,56,44,fda,50.0
5057,FLUOROMETHOLONE,55,73,"rxnorm, fda",64.0
3167,FLUOREXON STAIN,55,40,rxnorm,47.5
5373,COLON SÉROCYTOL,55,29,swissmedic,42.0
115,CHLORPROTHIXENE,55,46,"fda, rxnorm",50.5
2210,ORIS,55,29,rxnorm,42.0
2431,NOROMECTIN PLUS,55,40,rxnorm,47.5
3896,COSTUS ROOT OIL,55,25,rxnorm,40.0
1494,ALOR,55,57,rxnorm,56.0
2029,ELZONRIS,53,40,"rxnorm, fda",46.5
4881,FLUCLOROLONE,53,55,rxnorm,54.0
3517,SEROSTIM,53,44,"rxnorm, fda",48.5
670,PROTONIX,53,40,"fda, rxnorm",46.5
1840,GLUTAROL,53,67,rxnorm,60.0
4713,CITRONITRILE,53,18,rxnorm,35.5
2238,OXY-OTIC,53,0,rxnorm,26.5
1842,GLY-CORT,53,33,rxnorm,43.0
2230,PLATINOL,53,67,"rxnorm, fda",60.0
5705,COROTROP,53,44,swissmedic,48.5
3382,SERENTIL,53,67,"rxnorm, fda",60.0
5787,ONCOTICE,53,22,swissmedic,37.5
2011,ELOXATIN,53,40,"rxnorm, fda",46.5
2048,FLORINEF,53,44,"rxnorm, fda, swissmedic",48.5
542,LIVOSTIN,53,44,"fda, swissmedic, rxnorm",48.5
5653,MALTOFER FOL,53,44,swissmedic,48.5
700,LOTRONEX,53,40,"fda, rxnorm",46.5
2287,LACTINOL,53,67,rxnorm,60.0
2209,ORILISSA,53,25,"rxnorm, fda",39.0
1850,FLUORISHIELD,53,60,rxnorm,56.5
5697,TRACUTIL,53,67,swissmedic,60.0
1998,DOAK TAR OIL,53,33,rxnorm,43.0
654,PROVIGIL,53,22,"fda, rxnorm",37.5
3513,TREPROSTINIL,53,17,"rxnorm, fda",35.0
1828,FLUOR-OP,53,57,"rxnorm, fda",55.0
1640,CELONTIN,53,44,"rxnorm, fda",48.5
3445,APOCAROTENAL,53,55,rxnorm,54.0
1777,CORSODYL,53,67,rxnorm,60.0
4890,PROTHIPENDYL,53,55,rxnorm,54.0
2026,ELTROXIN,53,36,rxnorm,44.5
3543,CLOCORTOLONE,53,73,rxnorm,63.0
2036,DOGMATIL,53,44,"rxnorm, swissmedic",48.5
5714,VIBROCIL,53,22,swissmedic,37.5
537,MONOPRIL,53,22,"fda, rxnorm",37.5
1817,FEROTRIN,53,44,rxnorm,48.5
2267,LABROCOL,53,67,rxnorm,60.0
1751,CORTISIL MDX,53,67,rxnorm,60.0
2264,LEROSETT,53,75,rxnorm,64.0
4374,OSILODROSTAT,53,50,rxnorm,51.5
1642,CEPROTIN,53,44,rxnorm,48.5
1824,HYLARTIN,53,67,rxnorm,60.0
4834,LOSARTAN,53,67,rxnorm,60.0
4887,OSPA PROTEIN,53,0,rxnorm,26.5
2257,PERMITIL,53,67,"rxnorm, fda",60.0
4830,IOTROLAN,53,22,"rxnorm, fda",37.5
2266,LABOPRIN,53,44,rxnorm,48.5
2120,PHOTOCIL,53,25,rxnorm,39.0
526,LOTENSIN,53,44,"fda, rxnorm",48.5
5589,MOTILIUM,53,50,"swissmedic, rxnorm",51.5
2093,PRAMOTIC,53,44,rxnorm,48.5
3477,MORANTEL,53,67,rxnorm,60.0
5680,PROCUTOL,53,67,swissmedic,60.0
1918,FIORINAL,53,25,"rxnorm, fda",39.0
6534,ALOCAPIL,53,44,swissmedic,48.5
3548,CYCLOBUTYROL,53,55,rxnorm,54.0
589,HECTOROL,53,22,"fda, rxnorm",37.5
1598,BRONITIN,53,44,rxnorm,48.5
2159,NICOTROL,53,22,"rxnorm, fda",37.5
1671,CHLORATE,53,75,rxnorm,64.0
504,GLUCOTROL XL,53,60,fda,56.5
1968,GILOTRIF,53,44,"rxnorm, fda",48.5
2111,EMULSOIL,53,44,rxnorm,48.5
4296,LICORICE,53,50,rxnorm,51.5
2156,PILOPTIC,53,44,rxnorm,48.5
500,DERMOTIC,53,44,"fda, rxnorm",48.5
5611,NORMOLYTORAL,53,55,swissmedic,54.0
5610,KELOSOFT,53,44,swissmedic,48.5
1940,HUMORSOL,53,22,"rxnorm, fda",37.5
5662,IMPORTAL,53,60,swissmedic,56.5
1948,FORTOLIN,53,67,rxnorm,60.0
2139,FLEXERIL,53,60,"rxnorm, fda",56.5
3414,CHLOROCRESOL,53,55,rxnorm,54.0
1602,COLYTROL,53,67,rxnorm,60.0
2121,PHYLLOCONTIN,53,40,"rxnorm, fda",46.5
1666,CHLORASEPTIC,53,55,rxnorm,54.0
1575,BOROLEUM,53,25,rxnorm,39.0
1555,BIGELOIL,53,50,rxnorm,51.5
4858,CHLORAMBUCIL,53,55,"rxnorm, fda",54.0
2071,DUTOPROL,53,22,"rxnorm, fda",37.5
1961,ILOTYCIN,53,44,"rxnorm, fda",48.5
5696,TORA-DOL,53,33,swissmedic,43.0
2074,DICLOVOL,53,44,rxnorm,48.5
449,KLOR-CON,53,57,"fda, rxnorm",55.0
2076,DYCLOPRO,53,44,"rxnorm, fda",48.5
609,LANSOPRAZOLE,53,55,"fda, rxnorm",54.0
4870,VIRIDIFLOROL,53,55,rxnorm,54.0
3975,ZORBTIVE,53,44,"rxnorm, fda",48.5
3976,ZORVOLEX,53,20,"rxnorm, fda",36.5
1664,CHLORTAN,53,67,rxnorm,60.0
2083,OPTILAST,53,40,rxnorm,46.5
1629,CLOPIXOL,53,40,"rxnorm, swissmedic",46.5
5584,LIBROCOL,53,67,swissmedic,60.0
1690,CLARITIN,53,67,"rxnorm, fda",60.0
1570,CALDEROL,53,67,"rxnorm, fda",60.0
1688,CLARIPEL,53,67,rxnorm,60.0
1897,HYDROCIL,53,22,rxnorm,37.5
1574,BOROFAIR,53,25,"rxnorm, fda",39.0
1680,CHLOROSTAT 4,53,60,rxnorm,56.5
2091,OCU-TROL,53,0,rxnorm,26.5
2047,FLORIL TEARS,53,75,rxnorm,64.0
1762,COLOCORT,53,67,"rxnorm, fda",60.0
2588,LOTUSSIN,53,50,rxnorm,51.5
5970,CO-EPRIL,53,0,swissmedic,26.5
2945,THORACOL,53,25,rxnorm,39.0
1285,LUMOXITI,53,44,"fda, rxnorm",48.5
4588,TALL OIL,53,67,rxnorm,60.0
2637,LIDOCORT,53,67,rxnorm,60.0
72,LIPIODOL,53,75,fda,64.0
2649,LANIROIF,53,50,rxnorm,51.5
4119,ZIONODIL,53,50,rxnorm,51.5
3177,BERGAMOT OIL,53,44,rxnorm,48.5
3789,LIOTHYRONINE,53,44,rxnorm,48.5
2664,LIDOTRAL,53,67,rxnorm,60.0
2675,VIROPTIC,53,44,"rxnorm, fda",48.5
3178,WORMWOOD OIL,53,44,rxnorm,48.5
5408,NORMACOL,53,22,swissmedic,37.5
4074,SORBITOL,53,67,"rxnorm, fda",60.0
64,MILONTIN,53,44,"fda, rxnorm",48.5
4610,CLOPIDOL,53,67,rxnorm,60.0
814,MYFORTIC,53,44,"fda, rxnorm",48.5
2969,SOPRODAL,53,67,rxnorm,60.0
276,LIORESAL,53,75,"fda, rxnorm",64.0
1342,VELPHORO,53,50,"fda, swissmedic, rxnorm",51.5
5959,PULMOFOR HOT,53,44,swissmedic,48.5
2596,TOFRANIL,53,22,"rxnorm, fda",37.5
4966,MITOBRONITOL,53,55,rxnorm,54.0
2981,PROTOPIC,53,44,"rxnorm, fda",48.5
1333,ORBACTIV,53,40,"fda, rxnorm",46.5
4629,FIPRONIL,53,22,rxnorm,37.5
3276,MALTITOL,53,67,rxnorm,60.0
3660,CLOPERASTINE,53,55,rxnorm,54.0
3777,PULMICORT LS,53,60,rxnorm,56.5
1214,ALKERGOT,53,60,fda,56.5
5365,ARFORMOTEROL,53,17,rxnorm,35.0
2779,PSORIGEL,53,22,rxnorm,37.5
1153,LACTITOL,53,67,"fda, rxnorm",60.0
109,ZARONTIN,53,44,"fda, rxnorm",48.5
2800,PRO OTIC,53,33,rxnorm,43.0
2803,PROMINOL,53,22,rxnorm,37.5
137,MELLARIL,53,75,"fda, rxnorm",64.0
2806,SULPITIL,53,67,rxnorm,60.0
1136,ORSYTHIA,53,50,fda,51.5
4486,HOPS OIL,53,0,rxnorm,26.5
880,PORTALAC,53,67,fda,60.0
3766,ORIGANUM OIL,53,22,rxnorm,37.5
5045,DROMETRIZOLE,53,18,rxnorm,35.5
4084,CORNSILK,53,20,rxnorm,36.5
4083,TOCOTRIENOLS,53,18,rxnorm,35.5
2772,RESTORIL,53,22,"rxnorm, fda",37.5
3723,ZYCORTAL,53,67,rxnorm,60.0
4108,FLUCLORONIDE,53,55,rxnorm,54.0
2718,LARATRIM,53,67,rxnorm,60.0
3771,VOLTAROL,53,67,rxnorm,60.0
178,LOCORTEN,53,67,fda,60.0
2873,ROCAINOL,53,25,rxnorm,39.0
3727,ZYLOPRIM,53,44,"rxnorm, fda",48.5
3852,EPOPROSTENOL,53,17,rxnorm,35.0
5026,SOBREROL,53,22,rxnorm,37.5
5382,POLIORIX,53,44,swissmedic,48.5
2758,PROXIGEL,53,20,rxnorm,36.5
2986,TRI-OTIC,53,33,rxnorm,43.0
2565,LODOCORT,53,67,rxnorm,60.0
1439,ALTORANT,53,60,rxnorm,56.5
356,LOTRIMIN,53,44,"fda, rxnorm",48.5
355,LO/OVRAL,53,75,fda,64.0
971,ELDECORT,53,60,fda,56.5
1426,ADCORTYL,53,60,rxnorm,56.5
1411,ALBAFORT,53,60,rxnorm,56.5
6192,FERTIFOL,53,67,swissmedic,60.0
2428,NORMASOL,53,22,rxnorm,37.5
933,ALA-CORT,53,33,"fda, rxnorm",43.0
19,NORLUTIN,53,44,fda,48.5
2378,KLONOPIN,53,22,"rxnorm, fda",37.5
5845,OCTOSTIM,53,20,swissmedic,36.5
3,LERITINE,53,75,fda,64.0
2301,OSMITROL,53,20,rxnorm,36.5
3102,ALLOBARBITAL,53,73,rxnorm,63.0
1465,ALGIOTIC,53,44,rxnorm,48.5
1451,ALPROLIX,53,55,rxnorm,54.0
3895,LIME OIL,53,33,rxnorm,43.0
3105,EFLORNITHINE,53,55,rxnorm,54.0
3893,ROSE OIL,53,33,rxnorm,43.0
2352,LUDIOMIL,53,75,"rxnorm, fda",64.0
5194,CLOTRIMAZOLE,53,55,"rxnorm, fda",54.0
2434,OVERTIME,53,44,rxnorm,48.5
3808,FLUORINE,53,50,rxnorm,51.5
6904,KOROLIND,53,44,swissmedic,48.5
5886,PHLEBODRIL N,53,60,swissmedic,56.5
5479,PANOTILE,53,50,swissmedic,51.5
5882,COLO-SOL,53,33,swissmedic,43.0
3807,CHLORINE,53,50,rxnorm,51.5
3136,FLUORAPATITE,53,60,rxnorm,56.5
3886,RACECADOTRIL,53,18,rxnorm,35.5
5232,PALM OIL,53,29,rxnorm,41.0
3326,DALFOPRISTIN,53,33,rxnorm,43.0
4467,XIBORNOL,53,20,rxnorm,36.5
5909,SPORTIUM,53,44,swissmedic,48.5
2551,LENTIZOL,53,67,rxnorm,60.0
2988,SLENTROL,53,60,rxnorm,56.5
469,ORTHO TRI-CYCLEN,52,57,fda,54.5
4748,FLUOROESTRADIOL F-18,52,67,"rxnorm, fda",59.5
4895,CHLOROTRIANISENE,52,50,"rxnorm, fda",51.0
2065,DOLOREX SOLUTION,52,44,rxnorm,48.0
4990,CHLORPROETHAZINE,52,50,rxnorm,51.0
1709,CORTIZONE,50,44,rxnorm,47.0
4779,DINOPROST,50,40,rxnorm,45.0
4466,XAMOTEROL,50,20,rxnorm,35.0
985,LANTRISUL,50,60,fda,55.0
4461,TYLOXAPOL,50,40,rxnorm,45.0
3796,OLIVE OIL,50,29,rxnorm,39.5
6223,CICLOPOLI,50,44,swissmedic,47.0
951,NORCO,50,29,"fda, rxnorm",39.5
6111,NOCUTIL 0,50,50,swissmedic,50.0
1106,CROMOPTIC,50,40,fda,45.0
1733,CLINACORT,50,60,rxnorm,55.0
1066,ORTHO-EST,50,57,"fda, rxnorm",53.5
919,TERIL,50,29,fda,39.5
1026,TERRA-CORTRIL,50,33,"fda, rxnorm",41.5
3793,CORIANDER OIL,50,44,rxnorm,47.0
1693,CLARO,50,57,rxnorm,53.5
1748,CORTIFOAM,50,44,"rxnorm, fda",47.0
1681,CHLOTRIDE,50,67,rxnorm,58.5
3529,BORON,50,29,rxnorm,39.5
1704,CLEARASIL,50,67,rxnorm,58.5
962,CHLOROPTIC S.O.P.,50,60,fda,55.0
3854,PROTRIPTYLINE,50,50,rxnorm,50.0
1750,CORTINIDE,50,44,rxnorm,47.0
3853,PROTEIN C,50,50,rxnorm,50.0
1489,ALOE CORT,50,33,rxnorm,41.5
1250,FLEXICORT,50,55,fda,52.5
1110,PORTIA-21,50,57,fda,53.5
745,OXYCONTIN,50,18,"fda, rxnorm",34.0
1603,CORID,50,57,rxnorm,53.5
5941,CORTINASAL 50,50,60,swissmedic,55.0
5932,EPRIL,50,25,swissmedic,37.5
5905,ALGIFOR FORTE,50,44,swissmedic,47.0
1584,CALMODROX,50,36,rxnorm,43.0
734,CEFPROZIL,50,20,"fda, rxnorm",35.0
6315,LIVOSTINA,50,44,swissmedic,47.0
4743,NEROLIDOL,50,67,rxnorm,58.5
5887,UOMOPROST,50,40,swissmedic,45.0
5880,PYLORI 13,50,57,swissmedic,53.5
1569,CALDECORT,50,60,rxnorm,55.0
797,OTOBIOTIC,50,22,"fda, rxnorm",36.0
5809,MEVALOTIN,50,44,swissmedic,47.0
5874,SORTIS 80,50,50,swissmedic,50.0
5873,SORTIS 40,50,50,swissmedic,50.0
1608,CARTILADE,50,67,rxnorm,58.5
5872,SORTIS 20,50,50,swissmedic,50.0
5871,SORTIS 10,50,50,swissmedic,50.0
5869,BIOSTIMOL,50,22,swissmedic,36.0
5813,CORO-CALM,50,33,swissmedic,41.5
3610,CHLOROCITRIC ACID,50,55,rxnorm,52.5
1518,ATROPISOL,50,20,rxnorm,35.0
1516,ANORO,50,29,rxnorm,39.5
784,NEOBIOTIC,50,25,fda,37.5
4377,FUSEL OIL,50,29,rxnorm,39.5
3894,PALMAROSA OIL,50,44,rxnorm,47.0
1497,ALOXI,50,25,"rxnorm, fda, swissmedic",37.5
1495,ALORA,50,57,"rxnorm, fda",53.5
766,SILODOSIN,50,44,"fda, rxnorm",47.0
5964,GELODURAT,50,67,swissmedic,58.5
1615,CAPROPRIL,50,20,rxnorm,35.0
1675,CHLOROMAG,50,44,rxnorm,47.0
3701,LEVOTHYROXINE,50,36,rxnorm,43.0
1111,PORTIA-28,50,57,fda,53.5
877,LORAZ,50,57,fda,53.5
4503,GLYCORINE,50,44,rxnorm,47.0
873,UROXATRAL,50,18,"fda, rxnorm",34.0
4514,VALPROATE,50,67,rxnorm,58.5
1175,ABALOPARATIDE,50,55,"fda, rxnorm",52.5
699,HELICOSOL,50,44,fda,47.0
861,CONSTILAC,50,40,"fda, rxnorm",45.0
1649,CETROTIDE,50,44,"rxnorm, fda",47.0
3719,SEROTONIN,50,44,rxnorm,47.0
1202,DOFETILDE,50,44,fda,47.0
707,DESLORATADINE,50,55,"fda, rxnorm",52.5
3916,ALOXIPRIN,50,36,rxnorm,43.0
1233,LONOX,50,25,"fda, rxnorm",37.5
1332,XTORO,50,25,"fda, rxnorm",37.5
6015,BONDRONAT,50,40,swissmedic,45.0
1270,LORCET-HD,50,75,fda,62.5
1636,CLOVERINE,50,44,rxnorm,47.0
4583,GOLOTIMOD,50,44,rxnorm,47.0
1281,ORLEX,50,22,fda,36.0
1286,ULTOMIRIS,50,40,"fda, rxnorm",45.0
3673,CORTICOTROPIN,50,33,"rxnorm, fda",41.5
3672,APROTININ,50,40,"rxnorm, fda",45.0
833,LOCHOLEST,50,44,fda,47.0
5972,CORISOL 3,50,25,swissmedic,37.5
1317,NALOXEGOL,50,40,"fda, rxnorm",45.0
1627,CLOMICALM,50,40,rxnorm,45.0
1624,CLOBURATE,50,67,rxnorm,58.5
3100,ALBUTEROL,50,60,"rxnorm, fda",55.0
949,DILOR,50,57,"fda, rxnorm",53.5
656,LETROZOLE,50,67,"fda, rxnorm",58.5
376,CAPTOPRIL,50,20,"fda, rxnorm",35.0
3295,IOPROMIDE,50,44,"rxnorm, fda",47.0
4979,PROTEIN S,50,50,rxnorm,50.0
258,LOMUSTINE,50,44,"fda, rxnorm",47.0
257,GLEOSTINE,50,44,"fda, rxnorm",47.0
253,FLAVORED COLESTID,50,67,fda,58.5
