85,NUWIQ 500 IE,11,75,swissmedic,43.0
84,NUWIQ 250 IE,11,75,swissmedic,43.0
83,VICKS RHINODUO 1MG/ML-50MG/ML,11,75,swissmedic,43.0
74,FLUANXOL 5 MG,11,73,swissmedic,42.0
25,FUNGOTOX SET,11,73,swissmedic,42.0
73,FLUANXOL 1 MG,11,73,swissmedic,42.0
54,VENLAFAXIN RETARD HELVEPHARM 150 MG,10,83,swissmedic,46.5
43,FLUCONAX 200 MG,10,73,swissmedic,41.5
42,FLUCONAX 150 MG,10,73,swissmedic,41.5
41,FLUCONAX 50 MG,10,73,swissmedic,41.5
72,FLUANXOL 0.5 MG,10,73,swissmedic,41.5
52,VENLAFAXIN RETARD HELVEPHARM 37.5 MG,10,83,swissmedic,46.5
53,VENLAFAXIN RETARD HELVEPHARM 75 MG,10,83,swissmedic,46.5
89,FEXO POLLEN SANDOZ,8,75,swissmedic,41.5
10,FLUANXOL DEPOT 100 MG/ML,7,73,swissmedic,40.0
70,FUCUS VESICULOSUS / PHYLLITIS SCOLOPENDRIUM COMP.,7,75,swissmedic,41.0
9,FLUANXOL DEPOT 20 MG/ML,7,73,swissmedic,40.0
